Gender,Age,Average Weekly Exercise Hours,Health Consciousness Rating,Average Daily Screen Time,Social Media Influence Score,Number of Professional Trainings Attended,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
2,29,0.0148,0.695,4.2933,2.5295,1.7407,0.0019,2.1487,7.7963,Eco-Friendly
2,31,1.4876,3.0255,4.7068,10.559,3.4395,0.004,2.0623,34.9706,Fitness Enthusiast
2,32,0.1139,1.1674,8.1464,9.1651,2.5196,0.0017,4.049,22.0471,Eco-Friendly
1,32,0.155,0.7211,2.0638,4.5352,1.8901,1.9066,3.4903,7.0058,Health-Conscious
1,47,0.0778,1.6748,4.4319,3.2983,5.2315,0.0021,4.6086,100.4251,Health-Conscious
1,38,0.6614,0.3585,5.4489,7.1475,1.3548,1.0566,3.054,8.0312,Social Media Influencer
1,34,0.4437,0.7249,4.8111,4.1866,2.9144,0.0087,4.0697,19.9758,Eco-Friendly
1,29,1.5604,0.7028,2.016,4.8713,3.2693,0.0203,4.2793,20.9948,Eco-Friendly
2,38,1.3826,0.2608,5.218,9.9241,1.8234,0.0066,2.6011,8.0116,Fitness Enthusiast
1,42,0.0481,4.2747,3.7618,6.3612,4.6157,0.0233,4.4794,83.1514,Health-Conscious
1,35,1.2145,0.7972,1.8153,1.5689,0.882,0.0433,1.6668,1.2008,Social Media Influencer
2,37,0.2903,0.9863,2.4631,8.4201,3.2252,0.0215,2.8698,19.6385,Health-Conscious
1,58,0.1032,4.7682,1.9598,4.3147,3.8506,0.0205,4.1441,34.6712,Fitness Enthusiast
1,25,0.1062,6.2685,2.603,2.2627,3.7906,0.0198,3.5111,33.8728,Health-Conscious
1,24,0.0102,0.6209,7.0024,5.0839,3.5488,0.034,3.6832,44.0581,Eco-Friendly
2,50,0.0348,1.9253,7.1603,3.3073,3.7372,0.0149,5.1439,54.5703,Health-Conscious
1,43,0.0332,2.9547,6.0729,4.0002,3.1895,0.0093,5.9333,29.9658,Health-Conscious
2,33,0.7895,5.256,4.0244,8.8724,3.7489,0.012,2.5612,43.0722,Fitness Enthusiast
1,38,0.0968,2.9359,5.2655,2.7856,3.625,0.0118,4.4339,40.5745,Health-Conscious
1,28,0.1041,7.9894,6.6136,4.0166,3.5615,0.0049,5.3283,40.7691,Health-Conscious
1,45,0.3131,4.9672,4.8694,9.0757,3.9201,0.0333,1.6483,54.71,Social Media Influencer
1,47,0.1698,0.5435,0.7293,3.6171,1.5668,1.8466,2.6981,4.3954,Eco-Friendly
2,32,1.9092,0.7561,1.3442,3.6834,1.2852,0.0322,2.4672,0.9654,Fitness Enthusiast
2,34,0.1071,4.3722,4.4729,2.6109,3.4745,0.0314,3.7477,36.0803,Health-Conscious
2,46,0.045,0.5261,4.1684,4.5907,3.0252,1.2551,4.2479,30.4013,Social Media Influencer
2,31,0.9111,0.7738,4.9438,5.8855,3.4092,0.0218,4.2438,38.4938,Eco-Friendly
1,43,0.0214,0.7909,4.8199,2.0619,1.394,0.0006,1.7224,7.3578,Eco-Friendly
1,36,0.0475,1.214,5.0308,12.1551,4.2141,0.005,4.1365,72.1952,Social Media Influencer
2,19,0.0073,1.3686,5.2435,11.7724,1.1791,0.0125,5.1671,4.35,Social Media Influencer
1,39,1.3469,0.5718,3.4698,7.0024,3.4372,0.0169,2.513,35.3983,Eco-Friendly
2,36,0.7194,0.6269,3.8862,3.0182,1.5666,1.2727,2.6059,9.4261,Eco-Friendly
2,26,0.0374,6.3878,2.2238,3.3493,2.6713,0.0385,3.8872,12.1844,Health-Conscious
1,23,0.0419,2.7604,5.775,3.4852,1.5085,0.0107,5.4356,4.3254,Health-Conscious
1,19,0.2112,2.0986,6.0657,11.716,1.9074,0.0045,3.3652,9.3855,Health-Conscious
2,33,0.0859,0.7948,0.555,3.8209,6.4653,0.0029,2.9309,94.2324,Eco-Friendly
1,42,0.1923,2.3257,4.6533,3.1637,3.9454,0.1849,2.4086,51.9355,Fitness Enthusiast
1,22,0.0133,0.6856,5.4319,5.3722,3.162,0.004,2.4163,29.0367,Social Media Influencer
2,45,0.1589,0.6299,3.7442,2.9826,4.2475,1.3019,2.73,60.6167,Eco-Friendly
2,41,0.0591,1.3568,3.8651,3.1434,5.5732,0.0122,4.601,100.5322,Health-Conscious
1,22,0.0256,2.196,6.4501,4.4613,1.5992,0.01,5.1004,6.395,Health-Conscious
2,22,0.0273,0.6696,2.5151,5.5931,2.5405,0.0042,4.0813,17.4617,Eco-Friendly
2,30,0.1315,2.515,5.539,2.3915,4.9289,0.0077,3.0042,100.2281,Health-Conscious
2,32,0.2064,1.0488,5.9277,13.124,4.3801,0.0291,4.3295,92.2218,Health-Conscious
1,47,0.0418,3.0241,4.0108,3.6594,3.7539,0.0121,4.5344,39.784,Health-Conscious
2,23,0.1105,4.2177,6.6001,3.0712,2.3999,0.0171,4.7465,12.6091,Health-Conscious
2,47,0.0793,0.7462,6.0107,7.5073,2.7381,0.0329,5.4844,18.7837,Health-Conscious
2,36,0.097,0.6972,1.7466,3.6956,5.315,0.0113,2.932,93.6548,Eco-Friendly
1,29,0.0914,4.1207,6.4536,2.6861,3.8108,0.0173,3.8352,51.6105,Health-Conscious
1,21,0.0442,3.6833,6.603,5.8579,3.401,0.0165,5.1612,37.9408,Health-Conscious
1,35,0.2392,5.2718,5.3764,2.143,3.4999,0.186,3.8248,34.7888,Fitness Enthusiast
1,27,0.0839,4.8543,6.0323,3.0752,3.3585,0.0347,4.4583,34.8265,Health-Conscious
2,51,0.0364,0.8615,3.147,2.436,3.5308,0.0237,2.4833,29.1676,Health-Conscious
1,29,0.0611,1.6185,6.2754,4.1635,4.0461,0.0143,4.5255,64.1612,Health-Conscious
2,55,0.0068,0.6207,3.1299,5.7216,3.6071,0.0207,4.7272,35.5383,Eco-Friendly
2,22,0.331,0.7366,3.2771,3.3336,3.9384,0.0272,3.3819,54.4454,Eco-Friendly
1,29,0.3116,0.5995,2.9785,5.8207,2.0436,1.5121,4.5315,14.3234,Eco-Friendly
1,35,1.1945,0.6006,3.6845,2.2887,2.2137,0.0005,1.9293,10.2568,Fitness Enthusiast
2,34,0.0436,0.6515,2.0787,3.1265,3.8588,0.0157,2.3171,41.2215,Eco-Friendly
1,23,0.0418,0.7058,4.2575,2.4543,3.2861,0.0154,2.2174,29.8952,Eco-Friendly
2,43,0.0759,0.5958,0.5288,9.708,3.5187,0.0472,1.8591,21.3085,Eco-Friendly
1,50,0.099,0.7177,2.7809,4.9269,3.892,0.5667,4.6696,46.9414,Eco-Friendly
2,27,0.043,0.7943,6.9896,3.48,4.7169,0.0117,3.0775,98.9669,Health-Conscious
2,27,0.3394,0.6734,5.6327,1.8058,2.8606,0.0204,1.082,23.1349,Eco-Friendly
1,30,0.3124,7.434,2.1967,0.9781,3.2936,0.5396,2.6151,24.4387,Health-Conscious
2,42,0.1391,0.8045,6.4596,2.484,3.7299,0.0129,1.3801,46.8931,Health-Conscious
1,49,0.2133,0.8489,5.4394,5.5952,5.1481,1.215,4.7226,93.3792,Eco-Friendly
2,46,0.0171,0.7249,1.3109,3.5244,4.0468,0.0175,3.2316,43.4136,Eco-Friendly
1,41,0.1331,4.6006,4.4236,2.9891,4.873,0.0114,4.7807,94.763,Health-Conscious
2,34,0.0263,0.7093,4.7274,4.2494,3.5719,0.009,3.6159,39.1992,Eco-Friendly
2,26,0.1024,4.6805,1.5769,2.3482,4.5385,0.0049,3.2802,63.7355,Health-Conscious
2,42,0.0389,1.3172,5.3843,3.1499,1.7056,0.0149,4.459,5.3076,Health-Conscious
1,47,0.4463,0.6832,4.3231,3.8166,2.2061,0.4829,3.4037,12.7526,Eco-Friendly
2,21,0.2389,4.2864,6.9067,4.6608,1.2455,0.0009,3.4345,4.1685,Health-Conscious
2,19,0.0766,0.6999,10.6261,3.5342,0.7904,0.0123,3.0448,1.4757,Eco-Friendly
1,29,0.7058,2.1707,7.5371,12.7773,1.1128,1.1536,3.8767,3.8151,Fitness Enthusiast
1,33,3.2686,0.6775,2.595,4.9736,2.1031,0.008,2.4822,10.4311,Fitness Enthusiast
1,40,0.0059,0.7223,2.7267,5.1455,3.4548,0.0221,4.5713,41.8791,Eco-Friendly
2,46,0.1125,0.3765,4.8863,10.7413,0.7671,0.0001,1.9969,1.9239,Health-Conscious
2,59,0.1111,4.4634,4.9355,6.8096,4.9043,0.0128,4.8046,98.4498,Health-Conscious
1,26,0.0082,0.8756,2.2192,9.9627,3.3625,0.0076,3.3575,24.2231,Social Media Influencer
1,38,0.0532,0.6574,4.7664,4.572,3.6411,0.0362,3.1693,43.0534,Social Media Influencer
1,55,0.0045,0.6543,5.7419,8.1879,2.5028,0.0141,6.3015,18.9824,Eco-Friendly
2,45,0.1617,1.0483,5.0883,7.3863,3.1642,0.0226,2.544,27.9771,Health-Conscious
1,66,0.8057,0.6177,5.1561,3.8586,3.1692,0.9717,2.58,29.1872,Fitness Enthusiast
2,19,0.2007,0.6117,5.4168,6.3273,3.6036,0.0373,1.9593,52.6459,Eco-Friendly
2,20,0.2304,4.8423,2.4523,1.433,4.421,1.409,3.0588,54.1924,Health-Conscious
1,32,0.0726,3.7705,7.0711,2.7671,3.6337,0.0191,4.7089,49.675,Health-Conscious
1,38,0.0732,1.7323,2.6809,1.8585,4.2532,0.0265,3.1617,65.2891,Health-Conscious
1,50,0.6686,0.1467,5.7183,11.4387,5.0431,0.003,2.6993,100.1106,Fitness Enthusiast
2,49,0.0068,0.9183,4.3772,8.4099,1.0496,0.0066,0.7388,3.5782,Social Media Influencer
2,60,0.0897,0.615,3.5214,8.2532,4.9458,0.9388,6.3394,87.5477,Social Media Influencer
1,20,1.051,0.8024,7.4711,3.2267,3.3516,0.0038,3.0829,41.6045,Eco-Friendly
1,20,0.7869,3.0399,6.7415,13.3419,3.261,0.0297,3.041,35.8907,Health-Conscious
1,42,1.4218,0.5376,5.0278,4.8262,2.397,1.0773,2.2824,14.8221,Eco-Friendly
2,30,0.1482,0.8048,4.4674,4.5601,2.9737,0.0083,1.5852,31.3598,Social Media Influencer
1,28,0.0716,2.1681,2.6408,1.9793,6.5686,0.0012,2.5758,98.1129,Health-Conscious
1,24,0.3097,0.342,5.216,7.9639,3.8786,0.0012,1.6426,55.2941,Fitness Enthusiast
1,42,0.1295,5.0334,5.6493,3.3757,3.2729,0.0109,5.2453,32.1782,Health-Conscious
1,39,0.1613,0.8485,2.8788,9.3032,2.6186,0.001,3.7513,11.6982,Health-Conscious
2,49,2.2986,0.7911,5.7434,11.5444,2.7663,0.4381,2.5901,21.5151,Fitness Enthusiast
1,65,2.2005,0.6026,1.2205,7.4421,3.2352,0.7533,1.9681,16.6605,Fitness Enthusiast
1,26,0.4469,6.9268,7.615,3.9099,1.0904,0.0079,4.2854,5.8814,Health-Conscious
2,38,0.8175,0.788,4.3495,3.4109,5.521,0.031,2.5376,99.8472,Eco-Friendly
1,34,2.2186,1.4748,1.5179,11.3451,5.1285,0.0013,2.6434,85.4728,Fitness Enthusiast
2,28,0.0488,0.7736,4.8412,3.4483,5.4155,0.0247,3.729,100.7699,Health-Conscious
2,26,0.0934,0.6344,5.1981,8.2033,2.1805,0.0062,1.6426,9.2223,Health-Conscious
2,32,1.1401,4.7271,4.2715,8.1832,0.7635,0.0042,2.9211,3.1435,Fitness Enthusiast
2,28,0.0199,3.532,7.9435,3.6739,3.7172,0.0024,5.4266,53.2825,Health-Conscious
2,36,0.0121,0.8989,3.1096,9.3258,6.0087,0.0231,0.8285,99.369,Social Media Influencer
2,22,0.1722,0.7142,4.3509,2.2403,3.5986,0.0104,1.6724,33.7356,Health-Conscious
1,30,0.0313,0.6568,5.4826,4.7951,2.5991,0.4344,4.7655,19.6511,Eco-Friendly
2,23,0.5834,3.7439,5.4419,11.2335,3.6557,0.0242,2.4911,39.1291,Health-Conscious
2,28,2.3006,0.1667,5.6072,10.9038,2.2358,0.5379,2.9787,13.7068,Fitness Enthusiast
1,20,0.052,0.7702,5.9947,4.0332,3.2853,0.0003,2.7449,34.1371,Eco-Friendly
1,36,0.0395,1.0092,2.9281,8.8563,4.2849,0.0281,4.2276,68.8087,Social Media Influencer
1,35,0.0558,2.0879,4.6472,3.9928,2.7091,0.0074,5.4866,16.9739,Health-Conscious
1,36,1.4672,0.3109,0.8514,24.6928,3.1364,0.06,2.8752,20.7376,Social Media Influencer
2,36,0.0464,2.991,3.7194,2.7628,1.6808,0.005,4.3117,4.8422,Health-Conscious
2,21,0.3098,2.0638,5.0185,1.6544,1.7801,0.0225,2.0574,5.3394,Health-Conscious
1,25,0.3347,2.2892,5.8273,6.2096,3.2116,0.0096,2.5027,32.5575,Fitness Enthusiast
2,40,0.2169,1.0139,2.1767,2.4867,2.9898,0.0017,1.8334,24.8296,Eco-Friendly
2,64,0.1006,4.7356,5.3426,2.4177,4.9252,0.0139,3.7594,98.0119,Health-Conscious
1,34,0.0148,0.89,1.3652,2.5146,3.7131,0.0181,2.4586,28.5731,Eco-Friendly
1,41,0.0016,0.8474,2.9536,4.1832,4.8947,0.6172,3.2312,83.9636,Eco-Friendly
1,51,0.0163,4.3348,3.4205,3.8829,2.7798,0.022,3.8554,16.2754,Health-Conscious
1,30,0.0448,0.6381,3.709,5.1199,3.2474,0.0418,3.7691,28.439,Social Media Influencer
2,34,0.183,0.3608,5.7558,10.6777,4.0479,0.0083,3.0601,68.6593,Health-Conscious
1,42,0.1915,0.4438,5.6451,10.0653,3.731,0.001,1.9637,44.859,Health-Conscious
2,25,0.0781,3.258,7.5703,4.0418,3.0572,0.0071,4.1294,29.366,Health-Conscious
1,34,0.0122,2.2048,6.0837,16.6459,2.9529,1.5886,4.6416,30.9894,Social Media Influencer
2,62,0.1366,1.1062,4.3335,6.986,5.6298,0.0004,1.9065,98.6439,Social Media Influencer
1,24,0.0193,2.7002,2.7337,2.9371,2.7723,0.017,3.6224,15.2159,Health-Conscious
2,42,0.0418,0.649,3.1737,5.7426,2.6601,0.0123,3.9732,14.7845,Eco-Friendly
2,43,0.5289,5.8058,3.5611,11.984,3.7687,0.0346,3.2708,43.3506,Social Media Influencer
1,26,0.0686,2.6102,5.0708,2.8097,5.4334,0.017,3.5227,100.4323,Health-Conscious
2,78,0.0687,0.754,8.0213,1.5144,3.1863,0.0141,1.1911,33.3602,Health-Conscious
2,46,1.1359,0.1942,5.5689,14.9203,3.5798,0.002,2.7077,43.3899,Fitness Enthusiast
1,21,4.0789,1.4615,5.4728,9.8138,5.0152,0.7072,3.2345,98.5032,Fitness Enthusiast
1,46,0.0337,1.3426,6.3924,7.3866,2.8949,1.4074,5.1439,26.5647,Health-Conscious
2,38,0.0014,3.2572,5.2825,2.344,2.3487,0.0169,2.7716,12.5141,Health-Conscious
2,22,0.0965,0.8624,1.5181,4.1834,3.3342,0.0113,3.7019,27.0016,Eco-Friendly
2,52,1.391,0.0756,3.0402,14.3153,2.7673,1.019,3.3684,19.1104,Fitness Enthusiast
1,36,2.6886,3.3033,4.8438,13.0151,1.9854,0.007,2.8725,10.7024,Fitness Enthusiast
1,32,1.1978,6.459,5.1987,14.782,2.7594,0.0028,2.7719,20.3685,Social Media Influencer
1,48,0.0269,5.1561,4.1518,3.7251,3.5913,0.006,4.865,35.4064,Health-Conscious
2,25,2.4894,5.8882,5.9003,7.9932,1.4439,0.0009,2.8376,7.4385,Fitness Enthusiast
1,29,0.143,3.8115,4.4889,2.769,3.7312,0.0197,4.1824,41.2658,Health-Conscious
1,29,0.0076,3.87,7.4072,3.6389,2.3233,0.0025,3.5928,13.9881,Health-Conscious
2,50,0.0892,0.6872,5.3126,3.1848,3.5462,0.0142,3.4544,38.8928,Eco-Friendly
1,37,0.0082,0.6995,5.6201,4.4422,2.3844,0.0247,4.03,14.3567,Eco-Friendly
2,39,0.3692,4.5284,4.9757,6.455,1.0176,0.0118,3.7024,2.6778,Fitness Enthusiast
2,25,0.0809,0.6878,4.5027,4.5222,2.3533,0.0065,3.3502,12.1393,Health-Conscious
1,52,0.0924,1.7343,3.8659,2.1764,3.8859,1.5878,2.3076,44.9579,Health-Conscious
2,37,0.146,0.5217,3.7791,2.145,2.3333,0.8538,1.9399,14.7294,Eco-Friendly
2,42,0.0693,0.6903,4.7312,3.4412,4.7872,0.0215,2.5574,95.521,Health-Conscious
1,41,0.2147,1.7465,5.9349,16.596,3.6943,0.0308,5.9735,46.5209,Health-Conscious
2,37,0.9466,0.7794,7.5637,3.2699,2.4547,0.0068,3.1077,17.0083,Eco-Friendly
1,21,0.024,1.66,5.9118,3.6435,4.4395,0.0138,2.8143,90.8981,Fitness Enthusiast
1,30,0.5091,0.6146,6.1473,8.2669,4.9148,1.2258,3.1223,85.3473,Fitness Enthusiast
1,28,0.1657,0.6794,3.0146,8.5289,1.5825,0.0102,1.5458,5.6958,Social Media Influencer
1,39,0.1302,0.6653,7.3295,1.8334,3.2894,0.0016,1.2596,37.6177,Social Media Influencer
1,24,1.6924,2.6152,4.6177,10.1205,5.4357,1.3221,3.0836,103.6361,Fitness Enthusiast
1,27,0.4357,0.3716,4.2078,8.911,3.5003,0.0095,3.015,34.6168,Fitness Enthusiast
2,30,0.0219,0.7711,4.6083,3.237,3.8702,0.0155,2.1288,55.3766,Eco-Friendly
1,32,0.0738,0.709,4.702,5.8407,8.3872,0.0252,3.9762,100.9259,Eco-Friendly
1,39,0.1063,0.8148,3.2678,2.2766,4.3301,0.007,1.5162,77.3113,Eco-Friendly
1,45,2.167,1.5699,6.3314,9.425,1.9413,0.336,2.6223,10.2718,Fitness Enthusiast
2,24,0.1683,0.3901,5.0122,11.8696,3.603,0.0076,3.8179,41.653,Health-Conscious
2,29,0.0036,0.6675,2.1686,3.2701,3.3911,0.0014,2.4593,26.8599,Eco-Friendly
2,52,0.0905,0.8438,6.0359,4.6672,2.277,0.0061,4.4873,12.3702,Eco-Friendly
2,20,0.1189,0.6622,1.3036,4.7505,2.9424,0.0111,3.3062,15.94,Eco-Friendly
2,57,0.0552,3.8628,3.3667,8.5553,3.8409,0.0494,3.7834,39.8034,Social Media Influencer
1,31,0.0514,0.6601,3.1512,1.7999,4.3231,0.0162,1.8822,77.7588,Eco-Friendly
1,39,0.4685,5.7102,5.6244,4.7199,2.3892,0.0086,3.9868,13.2347,Health-Conscious
2,40,0.072,0.8024,8.8262,5.3557,3.1161,0.0328,3.9073,33.9097,Eco-Friendly
1,67,0.1301,0.733,4.3658,0.9476,0.9691,0.0124,0.6408,3.7188,Eco-Friendly
2,26,0.748,3.3711,6.4511,7.745,4.0218,0.002,1.4786,68.3428,Fitness Enthusiast
2,33,0.0085,0.8035,3.4043,4.3834,3.9164,0.0163,3.0167,53.3147,Eco-Friendly
1,29,0.0678,3.1552,1.8503,3.1503,3.6863,0.0185,3.9543,27.4918,Health-Conscious
2,37,0.0795,0.6897,6.6762,2.5811,3.3216,0.0033,2.6741,38.6916,Eco-Friendly
2,55,0.0141,0.8008,2.5077,3.0415,3.9797,0.009,2.9508,51.9974,Eco-Friendly
2,49,0.103,1.4775,2.0851,11.5689,4.256,0.01,4.1827,52.912,Health-Conscious
1,37,1.3911,0.7903,2.4327,10.7211,3.5643,1.2737,2.4498,32.1865,Fitness Enthusiast
2,61,0.6225,0.6584,4.2661,3.467,3.5987,0.0271,2.3906,38.6726,Eco-Friendly
2,44,0.0269,0.6773,3.2562,4.2802,8.5431,0.0188,3.048,100.8238,Eco-Friendly
2,50,0.0578,0.7139,3.6688,4.0274,0.9095,0.0293,2.487,3.3731,Health-Conscious
1,24,0.5151,0.2019,6.4622,16.3536,2.6934,0.0099,2.7619,20.0319,Fitness Enthusiast
2,57,2.1062,0.2462,5.1439,10.6911,4.352,0.9116,2.9416,65.3747,Fitness Enthusiast
2,49,0.1761,0.5636,4.6201,7.159,3.0018,1.5022,3.5673,28.3918,Eco-Friendly
2,28,0.0612,0.7354,6.929,3.4173,3.8608,0.0326,2.6095,63.7197,Health-Conscious
1,45,2.7643,0.1549,5.4914,10.7633,1.6651,1.3887,2.0144,10.1401,Fitness Enthusiast
2,55,0.0558,0.6106,1.095,10.1874,7.7772,0.0306,2.6495,98.5285,Social Media Influencer
1,28,0.1433,2.3009,4.0161,12.7594,3.717,0.0121,4.0071,40.2716,Health-Conscious
1,25,0.3102,0.7598,2.2403,4.0043,2.9958,0.0123,3.8475,21.6457,Eco-Friendly
2,41,0.0232,1.7864,3.4882,5.4647,1.1428,0.012,4.506,3.0038,Health-Conscious
2,59,0.0141,0.5692,6.0066,5.2019,2.8688,0.0227,3.5022,22.9468,Health-Conscious
1,51,0.0494,0.6246,4.7919,3.5276,3.3146,0.9065,3.5838,33.6704,Health-Conscious
1,46,0.0954,3.0219,4.9564,2.3548,2.2519,0.0191,3.9705,8.3718,Health-Conscious
1,50,1.1915,0.0719,2.1788,19.9224,3.8233,0.006,2.7629,37.2473,Fitness Enthusiast
1,38,0.0149,0.6018,3.3861,4.2358,3.5208,0.0612,3.5754,33.1058,Eco-Friendly
2,38,0.1343,2.466,5.2341,5.224,1.423,0.0139,3.8019,4.5006,Health-Conscious
1,20,0.2712,0.3858,5.7959,10.5409,2.9985,1.0694,2.9268,27.2268,Social Media Influencer
1,56,0.0427,0.7037,3.7658,4.0564,3.9023,0.5288,3.8977,47.8356,Eco-Friendly
2,53,0.2661,3.6469,7.1786,6.2126,3.093,0.0026,4.3053,29.9616,Fitness Enthusiast
1,32,0.0056,0.7295,2.7468,4.1798,4.6495,0.397,3.994,74.8007,Eco-Friendly
2,31,0.1126,1.3992,5.5171,8.0028,3.6094,0.0696,2.8947,45.5261,Eco-Friendly
1,44,0.0583,0.7019,3.4204,4.2872,5.0648,0.015,3.2596,96.9459,Eco-Friendly
1,23,0.1436,0.6949,3.8015,7.2451,4.971,0.0001,3.8619,89.731,Social Media Influencer
2,46,0.0561,0.6646,6.793,2.2478,2.0409,0.031,1.5118,9.9796,Eco-Friendly
2,52,0.038,0.7583,6.2604,1.9356,3.261,0.0163,2.0659,34.564,Eco-Friendly
2,49,0.1806,0.7276,5.5372,4.7852,4.1205,0.8518,3.7441,57.6632,Eco-Friendly
1,30,0.0198,0.6744,0.1387,18.7418,3.256,0.0226,3.8874,16.1679,Health-Conscious
1,32,0.4533,0.6953,4.1379,10.8327,3.3616,0.0035,1.5629,32.1668,Fitness Enthusiast
1,21,0.0227,7.1289,3.365,3.96,2.5931,0.0433,5.0767,13.3019,Health-Conscious
1,44,1.4079,0.9023,1.343,5.9656,2.0212,0.0245,1.8168,6.7896,Fitness Enthusiast
1,26,0.294,0.8062,3.4177,2.4252,4.0361,0.0051,2.4582,59.6098,Eco-Friendly
1,37,0.0369,3.4222,6.6513,2.253,3.1584,0.0105,3.9466,30.2993,Health-Conscious
1,30,0.1796,1.0554,3.7529,4.2106,3.9753,0.0425,3.397,57.9042,Eco-Friendly
2,36,0.3588,0.9042,0.1777,3.8,4.6541,0.013,2.6702,62.5095,Fitness Enthusiast
1,35,0.036,0.9049,6.8733,4.2532,3.9445,0.0325,2.8491,66.4987,Eco-Friendly
1,46,0.006,0.6939,6.2722,5.6794,1.1114,0.0044,5.5878,4.1732,Eco-Friendly
1,31,0.0476,2.0222,3.1524,5.0281,2.772,0.3078,4.6274,16.5764,Fitness Enthusiast
2,38,0.0761,0.6512,1.966,4.8658,1.8439,0.0078,3.3786,7.7157,Eco-Friendly
2,42,0.0292,4.4546,3.0502,2.4225,3.7611,0.0273,3.8736,36.4807,Health-Conscious
1,66,0.0484,0.804,7.5483,3.1321,3.449,0.015,3.2966,41.6581,Eco-Friendly
1,47,0.021,0.7017,2.4188,6.18,3.7281,0.0297,4.2993,34.6452,Eco-Friendly
2,25,0.1093,0.7389,5.7749,3.9995,3.7737,0.0459,3.1095,49.2242,Eco-Friendly
2,23,0.1278,0.4234,5.6731,10.6501,1.5161,0.0053,2.7742,5.4512,Health-Conscious
1,52,0.0068,1.9864,7.8495,6.0278,1.3347,1.6022,5.2822,7.9086,Health-Conscious
1,34,0.5077,0.8362,3.7271,1.4269,3.5858,0.0131,1.8685,43.1539,Social Media Influencer
2,27,0.0695,0.4836,2.6772,9.1013,3.7165,0.0249,2.9107,34.913,Health-Conscious
1,23,1.3591,0.0053,1.385,15.6817,4.9078,0.0017,2.1658,81.3528,Fitness Enthusiast
2,36,0.0921,1.9353,3.5252,2.6269,3.9003,0.0113,4.2481,49.0981,Health-Conscious
1,33,1.5933,0.3361,3.1922,8.5716,3.3655,1.1994,1.8043,28.8959,Fitness Enthusiast
2,36,0.0713,0.6561,7.9202,3.2173,3.3235,0.0152,3.079,38.1024,Eco-Friendly
1,57,0.085,0.7905,7.1361,7.0966,3.6502,0.1359,6.5541,49.8149,Eco-Friendly
1,40,0.0571,0.5985,5.2831,5.5924,3.4735,0.0097,3.7452,38.7433,Eco-Friendly
1,28,0.0201,0.6875,7.1226,2.8103,0.8522,0.0052,2.5131,1.117,Eco-Friendly
2,39,0.1856,4.3172,5.8282,5.8532,0.6864,0.06,7.1846,3.1402,Health-Conscious
2,29,1.1253,0.421,3.2995,9.0573,5.067,0.7559,2.8454,91.2953,Fitness Enthusiast
2,32,0.0994,0.7571,5.9684,9.5551,3.7607,0.0006,5.3215,49.8191,Health-Conscious
2,34,0.8433,0.6623,3.5329,5.7635,1.4426,0.0207,4.7148,6.2233,Eco-Friendly
1,53,0.1389,4.032,3.5635,0.7221,3.9761,0.0003,2.4813,54.2306,Health-Conscious
2,22,0.0174,0.6928,0.4113,7.1601,2.9585,0.0055,2.55,13.5695,Social Media Influencer
1,37,0.0518,0.7143,7.2302,5.4516,4.4658,0.0025,3.9207,95.8938,Social Media Influencer
1,33,0.2252,0.9391,5.5638,12.1029,1.9962,0.0129,2.2955,10.3754,Health-Conscious
2,25,0.4231,1.9065,7.8202,4.3387,4.5388,1.6839,3.7791,76.7751,Health-Conscious
1,29,0.0436,0.9349,0.7601,4.9339,3.8341,0.0243,2.7735,39.4978,Eco-Friendly
1,46,0.9355,0.7771,5.631,3.362,3.8817,0.688,3.4546,52.2683,Eco-Friendly
2,31,0.0712,4.5599,4.5558,1.5017,2.8387,0.0071,2.2296,20.1652,Health-Conscious
1,47,0.0849,4.3237,6.649,3.8506,2.3817,0.0057,5.2212,13.6781,Health-Conscious
1,34,0.6239,3.62,3.2944,6.0247,3.0174,0.0283,3.6746,18.7626,Fitness Enthusiast
1,47,0.0834,0.6737,2.4832,9.6344,3.1839,0.0359,2.7254,26.7882,Social Media Influencer
2,35,0.1661,0.4972,6.9835,8.1144,2.441,2.1604,3.142,21.5289,Health-Conscious
2,24,1.454,0.6902,3.662,14.2088,3.6429,0.0003,2.5631,38.8084,Fitness Enthusiast
1,40,0.0073,5.4407,1.8772,2.2454,3.9162,0.0301,3.4269,40.398,Health-Conscious
2,30,0.0071,0.7812,4.5077,8.8584,3.6924,0.0016,1.3684,43.5142,Social Media Influencer
2,45,2.6915,0.9788,5.4022,1.7526,2.7612,0.0555,2.0008,20.8923,Eco-Friendly
2,41,0.0627,5.4001,4.7676,4.1337,2.4439,0.0091,4.5623,13.4448,Health-Conscious
1,48,0.2031,0.7292,7.3389,2.8688,3.6144,1.1625,3.1825,46.4523,Fitness Enthusiast
1,53,0.0774,2.3744,6.6693,11.0773,3.6761,0.0138,2.3775,46.6361,Social Media Influencer
2,34,0.0647,0.7678,9.0867,2.8005,3.9732,0.0089,2.6479,68.6018,Eco-Friendly
1,35,0.0278,0.6943,5.9442,2.8725,2.5051,0.0155,3.227,14.5249,Health-Conscious
2,32,0.034,0.654,2.0723,4.3317,3.8652,0.5247,3.9113,45.9402,Social Media Influencer
2,45,0.1761,3.8347,4.012,10.5272,6.5913,0.0127,1.7593,99.0961,Social Media Influencer
1,22,0.0432,0.6167,7.2644,2.5861,3.5115,0.0211,1.9226,43.1843,Health-Conscious
